Angulo_Rad,Radio_mm,Campo_mT
2.9670597283903604,4.0,18.75
3.0543261909900767,4.0,19.1
3.141592653589793,4.0,19.49
3.2288591161895095,4.0,19.54
3.3161255787892263,4.0,19.83
3.4033920413889427,4.0,19.93
3.490658503988659,4.0,20.22
3.5779249665883754,4.0,20.32
3.6651914291880923,4.0,20.46
3.7524578917878086,4.0,20.71
3.839724354387525,4.0,20.85
3.9269908169872414,4.0,21.05
4.014257279586958,4.0,21.25
4.101523742186674,4.0,21.29
4.1887902047863905,4.0,21.59
4.276056667386108,4.0,21.78
4.363323129985824,4.0,21.88
4.4505895925855405,4.0,22.03
4.537856055185257,4.0,22.27
4.625122517784973,4.0,22.47
4.71238898038469,4.0,22.61
4.799655442984406,4.0,22.76
4.886921905584122,4.0,22.95
4.974188368183839,4.0,23.05
5.061454830783556,4.0,23.25
5.1487212933832724,4.0,23.25
5.235987755982989,4.0,23.39
5.323254218582705,4.0,23.49
5.410520681182422,4.0,23.49
5.497787143782138,4.0,23.49
5.585053606381854,4.0,23.64
5.672320068981571,4.0,23.69
5.759586531581287,4.0,23.64
5.846852994181004,4.0,23.59
5.934119456780721,4.0,23.49
6.021385919380437,4.0,23.44
6.1086523819801535,4.0,23.39
6.19591884457987,4.0,23.39
0.0,6.0,14.02
0.08726646259971647,6.0,13.63
0.17453292519943295,6.0,13.33
0.2617993877991494,6.0,13.24
0.3490658503988659,6.0,12.75
0.4363323129985824,6.0,12.36
0.5235987755982988,6.0,12.45
0.6108652381980153,6.0,11.82
0.6981317007977318,6.0,11.33
0.7853981633974483,6.0,11.48
0.8726646259971648,6.0,11.09
0.9599310885968813,6.0,10.79
1.0471975511965976,6.0,10.7
1.1344640137963142,6.0,10.21
1.2217304763960306,6.0,9.82
1.3089969389957472,6.0,9.57
1.3962634015954636,6.0,9.33
1.4835298641951802,6.0,8.94
1.5707963267948966,6.0,8.55
1.6580627893946132,6.0,8.16
1.7453292519943295,6.0,7.81
1.8325957145940461,6.0,7.62
1.9198621771937625,6.0,7.33
2.007128639793479,6.0,6.98
2.0943951023931953,6.0,6.98
2.181661564992912,6.0,6.74
2.2689280275926285,6.0,6.3
2.356194490192345,6.0,6.54
2.443460952792061,6.0,6.45
2.530727415391778,6.0,6.25
2.6179938779914944,6.0,6.54
2.705260340591211,6.0,6.54
2.792526803190927,6.0,6.3
2.8797932657906435,6.0,6.45
2.9670597283903604,6.0,7.03
3.0543261909900767,6.0,7.03
3.141592653589793,6.0,7.72
3.2288591161895095,6.0,7.91
3.3161255787892263,6.0,8.06
3.4033920413889427,6.0,8.74
3.490658503988659,6.0,9.04
3.5779249665883754,6.0,9.43
3.6651914291880923,6.0,9.87
3.7524578917878086,6.0,10.11
3.839724354387525,6.0,10.6
3.9269908169872414,6.0,10.65
4.014257279586958,6.0,10.79
4.101523742186674,6.0,10.89
4.1887902047863905,6.0,10.94
4.276056667386108,6.0,11.04
4.363323129985824,6.0,11.09
4.4505895925855405,6.0,11.53
4.537856055185257,6.0,11.77
4.625122517784973,6.0,12.06
4.71238898038469,6.0,12.31
4.799655442984406,6.0,12.5
4.886921905584122,6.0,12.65
4.974188368183839,6.0,12.99
5.061454830783556,6.0,13.28
5.1487212933832724,6.0,13.38
5.235987755982989,6.0,13.68
5.323254218582705,6.0,13.92
5.410520681182422,6.0,14.02
5.497787143782138,6.0,14.11
5.585053606381854,6.0,14.21
5.672320068981571,6.0,14.31
5.759586531581287,6.0,14.36
5.846852994181004,6.0,14.36
5.934119456780721,6.0,14.41
6.021385919380437,6.0,14.26
6.1086523819801535,6.0,14.07
6.19591884457987,6.0,13.97
0.0,8.0,-0.05
0.08726646259971647,8.0,-0.63
0.17453292519943295,8.0,-0.83
0.2617993877991494,8.0,-0.93
0.3490658503988659,8.0,-1.22
0.4363323129985824,8.0,-1.56
0.5235987755982988,8.0,-2.25
0.6108652381980153,8.0,-2.3
0.6981317007977318,8.0,-2.74
0.7853981633974483,8.0,-3.32
0.8726646259971648,8.0,-3.08
0.9599310885968813,8.0,-3.22
1.0471975511965976,8.0,-3.86
1.1344640137963142,8.0,-3.86
1.2217304763960306,8.0,-4.35
1.3089969389957472,8.0,-4.98
1.3962634015954636,8.0,-5.23
1.4835298641951802,8.0,-5.67
1.5707963267948966,8.0,-6.15
1.6580627893946132,8.0,-6.45
1.7453292519943295,8.0,-6.94
1.8325957145940461,8.0,-7.42
1.9198621771937625,8.0,-7.77
2.007128639793479,8.0,-7.96
2.0943951023931953,8.0,-8.4
2.181661564992912,8.0,-8.55
2.2689280275926285,8.0,-8.64
2.356194490192345,8.0,-9.13
2.443460952792061,8.0,-8.74
2.530727415391778,8.0,-8.99
2.6179938779914944,8.0,-9.23
2.705260340591211,8.0,-8.79
2.792526803190927,8.0,-8.79
2.8797932657906435,8.0,-8.94
2.9670597283903604,8.0,-8.69
3.0543261909900767,8.0,-8.11
3.141592653589793,8.0,-8.01
3.2288591161895095,8.0,-7.37
3.3161255787892263,8.0,-6.84
3.4033920413889427,8.0,-6.5
3.490658503988659,8.0,-5.96
3.5779249665883754,8.0,-5.32
